schedule,schedule_type,reason
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thời gian làm việc từ 8h – 17h30 hàng ngày, nghỉ trưa 1h30 phút từ thứ 2 đến thứ 6, nghỉ thứ 7 và Chủ nhật.",T2-T6,header-T6-pure
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Làm việc từ Thứ Hai- Thứ Bảy, 8h00-17h00. Nghỉ 2 Thứ Bảy, 4 CHủ Nhật trong tháng",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Từ thứ 2 - thứ 6 và 2 thứ 7 cách tuần. Nghỉ Chủ Nhật, Lễ Tết theo quy định",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 18:00) | THỜI GIAN LÀM VIỆC | Thứ 2 - Thứ 6: 8h00 - 18h00, nghỉ trưa 12h00-13h30. | Nghỉ thứ 7, chủ nhật.",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ trưa từ 12-13h30 ,nghỉ thứ 7 và chủ nhật",T2-T6,header-T6-pure
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Làm việc từ T2 - T7 (Nghỉ 2 T7 và các CN),T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thời gian làm việc trong giờ hành chính; nghỉ thứ 7, chủ nhật; riêng chiều thứ Tư được làm việc từ xa | Nghỉ trưa 1 tiếng",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:15 đến 17:30) | - Thời gian làm việc: 8h15 - 17h30 các ngày từ thứ 2 đến thứ 6 trong tuần | - Nghỉ thứ 7, chủ nhật và các ngày lễ khác, phép năm theo quy định của luật lao động",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 7 (từ 08:15 đến 17:30)\nNghỉ 2 thứ 7 và các chủ nhật""]",T2-T7,header-T7
Thứ 2 - Thứ 7 () | Từ Thứ 2 đến Thứ 7. Trường hợp do yêu cầu công việc phải làm việc vào ngày nghỉ hàng tuần (Chủ nhật) thì sẽ được bố trí nghỉ bù tương ứng theo quy định,T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Nếu chủ nhật phải đi làm, 9h mới bắt đầu vào làm",T2-T7,header-T7
"từ thứ 2 - thứ 6 (nghỉ thứ 7, chủ nhật) - Du lịch, khám sức khỏe hàng năm - Thưởng lễ tết, sinh nhật, ốm đau, hiếu hỉ - Môi trường làm việc chuyên nghiệp, thân thiện Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: Tầng 15, toà nhà Center Building, Số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân (quận Thanh Xuân cũ)",T2-T6,header-T6-pure
Thứ 2 - Chủ nhật (từ 08:00 đến 12:00) | Thứ 2 - Thứ 7 (từ 13:00 đến 17:00) | Thứ 2 - Thứ 7 (từ 17:30 đến 21:15),T2-CN,header-CN
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30), Được nghỉ 2 ngày thứ 7 và các ngày chủ nhật trong tháng",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Nghỉ chủ nhật và hai thứ 7 trong tháng,T2-T7,header-T7
Thứ 2 - Chủ nhật (từ 08:00 đến 17:30) | Được OFF 1 ngày trong tuần,T2-CN,header-CN
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Mỗi tháng làm 2 thứ Bảy, nghỉ các thứ Bảy còn lại và các ngày Chủ nhật | Làm việc theo lịch Việt Nam",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Nghỉ 2 thứ 7/tháng và CN,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Sáng thứ 7: 8:00 - 12:00 | Nghỉ chiều Thứ 7 và ngày Chủ Nhật,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 16:00) | Được nghỉ 2 thứ 7 và các chủ nhật trên 1 tháng,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 8h-17h30, nghỉ trưa 1h30, nghỉ Chủ Nhật.",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:15) | Thứ 7 (từ 08:00 đến 12:00) | + Thời gian làm việc: | - 08h00 - 17h15 (Thứ 2 - Thứ 6, Nghỉ trưa 1h15p) & 08h00 - 12h00 (Sáng Thứ 7) | + Lịch nghỉ hàng tháng: nghỉ 2 sáng thứ 7 trong tháng, các chiều T7 và chủ nhật",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Nghỉ trưa từ 12h-13h, nghỉ T7-CN",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Làm việc từ thứ 2 - thứ 6 (Nghỉ thứ 7 & chủ nhật) | Thời gian làm việc: 8h30 - 18h00 (Nghỉ trưa từ 12h - 13h30),T2-T6,header-T6-pure
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | T2-T6: 8h00-17h00 | T7 làm cách tuần | nghỉ chủ nhật,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ T7-CN,T2-T6,header-T6-pure
Thứ 2 - Chủ nhật (từ 07:15 đến 17:45) | Nghỉ 01 ngày/ tuần (nghỉ luân phiên và theo tình hình sản xuất),T2-CN,header-CN
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7: 08h30 - 12h30 | Nghỉ hàng tuần Chiều Thứ 7 - CN,T2-T7,header-T6+sat-body
"- Làm việc thứ 2 đến thứ 7, nghỉ Chủ Nhật, hoặc thứ 2 đến CN nghỉ thứ 7 | - Làm theo ca 1 tuần có 2-3 ngày làm việc từ 13h00 - 21h30 (nghỉ 30 phút) | Ca 1: 7h00 - 16h00 (nghỉ 1 tiếng) | Ca 2: 9h00 - 18h00 (nghỉ 1 tiếng)",T2-T7,freetext-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | - Hình thức làm việc: Thứ 2 đến Thứ 6, nghỉ Thứ 7 CN, 8h30 – 17h30 | - Địa điểm làm việc: Tòa nhà Gold View – 346 Bến Vân Đồn, Phường 1, Quận 4, Tp. Hồ Chí Minh.",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | 8h/ngày, 5.5 ngày/tuần, nghỉ 1.5 ngày/tuần (0.5 ngày thứ Bảy và Chủ nhật)",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 07:30 đến 16:30) | Làm giờ hành chính: Từ 7h30-16h30. | Nghỉ 02 thứ 7/ tháng, nghỉ tất cả các ngày CN, lễ tết.",T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | T2-T7 Buổi sáng: 8:00-12:00, buổi chiều: 13h30-17h30, nghỉ chủ nhật",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | • Thời gian làm việc linh hoạt ứng viên được lựa chọn: Từ 8h – 17h30 , 8h30 đến 18h, hoặc từ 9h- 18h30 từ thứ 2 đến thứ 6. Nghỉ trưa 1h30p,Thứ 7, CN và các ngày lễ tết theo quy định.",T2-T6,header-T6-pure
"Giờ hành chính từ 8h00 đến 17h15, nghỉ 2 thứ 7 và toàn Chủ nhật trong tháng",T2-T7,freetext-sat-signal
Thứ 2 - Thứ 5 (từ 08:00 đến 20:00) | Chủ nhật - Thứ 4 (từ 20:00 đến 08:00),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ thứ 7 ,chủ nhật",T2-T6,header-T6-pure
Làm việc từ thứ 2 - thứ 6 (Nghỉ thứ 7 & chủ nhật) | Thời gian làm việc: 8h30 - 18h00 (Nghỉ trưa từ 12h - 13h30),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ Bảy cách tuần,nghỉ chủ nhật",T2-T7,header-T6+sat-body
Thứ 2 - Chủ nhật (từ 19:00 đến 05:00) | Thứ 2 - Chủ nhật (từ 04:00 đến 13:00) | Ca 1: 19:00 – 05:00 | Ca 2: 04:00 – 13:00,T2-CN,header-CN
"Thứ 2 - Chủ nhật (từ 08:00 đến 17:00) | Làm việc 8 tiếng/ngày theo ca, từ Thứ 2- Chủ nhật, nghỉ 1 ngày trong tuần: | + Ca 1: 8h00 - 17h00 | + Ca 2: 9h00 - 18h00 | + Ca 3: 12h00 - 21h00",T2-CN,header-CN
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 (từ 08:30 đến 12:00) | Nghỉ chiều T7, ngày CN",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ Hai - Thứ Sáu: 8h00 - 18h00 | Thứ Bảy: 8h00 - 15h00 | Nghỉ: 02 Thứ Bảy và các Chủ nhật,T2-T7,header-T6+sat-body
Thứ 2 - Chủ nhật (từ 07:30 đến 17:30),T2-CN,header-CN
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Nghỉ chủ nhật và trung bình 2 thứ 7/tháng (theo kế hoạch sản xuất),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Nghỉ các ngày CN và 1 Thứ 7/tháng,T2-T7,header-T7
Thứ 2 - Chủ nhật (từ 08:00 đến 17:00) | Tuần được off 01 ngày,T2-CN,header-CN
Đăng kí ca linh hoạt từ thứ 2 đến Chủ nhật: | + Ca sáng: 8h00 - 12h00; | + Ca chiều: 13h00 - 17h00; | + Ca tối: 17h00 - 21h00.,T2-CN,freetext-CN
"Thứ 2 - Chủ nhật (từ 17:30 đến 08:00) | Thời gian làm việc: | Xoay ca theo lịch phân công | Làm việc ca tối từ 17h30 đến 08h00 sáng, làm buổi tối, buổi sáng còn lại nghỉ",T2-CN,header-CN
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Tổng 24 ngày làm việc trong tháng, nghỉ 2 thứ 7 và 4 Chủ nhật",T2-T7,header-T7
Thứ 2 - Chủ nhật (từ 08:00 đến 17:00),T2-CN,header-CN
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 7 - Chủ nhật () | Monday to Friday: 9am to 6pm and overtime upon request and needs | Saturday and Sunday: Schedule subject to change based on project needs,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 7 (từ 08:30 đến 12:00) | nghỉ chiều thứ 7 và Chủ Nhật,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Nghỉ Thứ 7, Chủ nhật",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ Thứ Bảy, Chủ Nhật và các ngày Lễ, Tết theo quy định.",T2-T6,header-T6-pure
"Thứ 2 - Chủ nhật (từ 08:30 đến 21:00) | Làm việc xoay ca, Ca 1 từ 8h30 -18h00,  nghỉ trưa 1 giờ. Ca 2: 12h00-21h00, nghỉ chiều 1 giờ. Nghỉ 01 ngày trong tuần.",T2-CN,header-CN
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thời gian làm việc: 8h/ ngày từ 8h30-17h30 (nghỉ trưa 1h) từ thứ 2 đến trưa thứ 7 (Nghỉ chiều t7 và CN),T2-T6,header-T6-pure
Thứ 2 - Thứ 7 (từ 07:45 đến 17:30) | Làm việc thứ 2- thứ 7 ( Nghỉ 2 thứ 7 và các ngày chủ nhật ),T2-T7,header-T7
"Từ 8h30-17h30, từ thứ 2 - thứ 7. Nghỉ 2 Thứ 7 và các ngày chủ nhật",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm việc 1 buổi / ngày (trừ thứ 7, chủ nhật)",T2-T6,header-T6-pure
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Nghỉ chủ nhật,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Nghỉ Thứ 7 cách tuần và các ngày Chủ nhật,T2-T7,header-T7
Thứ 2 - Chủ nhật (từ 09:00 đến 18:00) | Thứ 2 - Chủ nhật (từ 11:00 đến 20:00),T2-CN,header-CN
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Từ T2-T6, nghỉ T7, CN",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | 8h30 - 17h30 | Thứ 2 - Thứ 6 và 2 thứ 7 trong tháng (nghỉ CN),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Tháng nghỉ 4 Chủ Nhật,T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | - Làm việc từ Thứ 2 đến thứ 6 (nghỉ thứ 7, CN và các ngày lễ theo Quy định). | - Khung giờ làm việc tùy chọn. | - Chế độ remote: 5 - 7 ngày/tháng.",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:15 đến 17:00) | Nghỉ thứ 7 và chủ nhật,T2-T6,header-T6-pure
Thứ 2 - Chủ nhật (từ 08:00 đến 17:00) | Được nghỉ 1 ngày/ 1 tuần và 2 ngày thứ 7 trên 1 tháng,T2-CN,header-CN
"Thứ 2 - Thứ 6, 1 Thứ 7, nghỉ 3 thứ 7 và 4 chủ nhật",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc: | - Sáng: 8h00 - 12h00 | - Chiều: 13h00 - 17h00 | + Từ tháng 3 đến hết tháng 11: Nghỉ sáng thứ 7 cách tuần, chiều thứ 7 và Chủ Nhật hàng tuần. | + Từ tháng 12 đến hết tháng 2: Nghỉ chiều thứ 7 và Chủ Nhật hàng tuần.",T2-T7,header-T6+sat-body
Làm việc từ T2 – T7 (mỗi tháng nghỉ 2 ngày T7 + 4 ngày CN).,T2-T7,freetext-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Từ Thứ 2 - Thứ 6 từ 10:00 PM - 5:00 AM,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 17:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Check in linh hoạt,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 15:00) | 7 tiếng/ ngày từ thứ Hai đến thứ Sáu,T2-T6,header-T6-pure
"Làm từ 8h30 - 17h30, từ Thứ 2 - Thứ 6 | Có thể linh động theo lịch học, ưu tiên làm được từ 70% công trở lên",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 17:00),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Monday to Friday, 9:00 AM and 6:00 PM.",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Working Hours | Monday - Friday: 08:00 to 17:30 | Saturday: 08:00 to 12:00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc: 8 giờ/ngày - 5 ngày/tuần; nghỉ cuối tuần,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:45) | Chấm công linh hoạt: sáng check in 8-9h; chiều check out 5h15-6h15 miễn đủ 8h làm việc,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Nghỉ trưa 12h-13h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 18:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Nghỉ trưa: 1h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ trưa 12:00 - 13:30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Châm công linh hoạt,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 18:00) | Linh hoạt giờ check-in từ 8:00 - 9:00,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | CÔNG TY CỔ PHẦN GIẢI PHÁP FIRST TRUST,T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 13:30 đến 22:00)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Có thể thỏa thuận về thời gian để phù hợp với lịch học.,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:15 đến 17:30) | Working: From Monday to Friday, every other Saturday (8:15 AM – 5:30 PM daily) or (8:45 AM – 6:00 PM daily)",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Từ Thứ 2 đến Thứ 6 (8h00 - 17h30),T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)""]",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 2- Thứ 6, nghỉ trưa từ 12h – 13h30",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | - 8h00 - 17h30 từ Thứ hai đến Thứ sáu (Nghỉ trưa 1h30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 18:00) | 44h/tuần,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:30 đến 17:30),T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)""]",T2-T6,header-T6-pure
"Làm việc từ Thứ 2 – Thứ 6 (Flexible time từ 8h30 – 9h00 đến 18h00 – 18h30), được chủ động quản lý thời gian làm việc.",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thời gian làm việc: 9h00 - 18h00 (Từ Thứ 2 - Thứ 6) nghỉ trưa 1h30,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Từ 8h30 – 18h (Thứ 2- Thứ 6, nghỉ trưa từ 12h – 13h30)",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Từ T2 - T6 (có trực vận hành),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Nghỉ trưa: 12h00 - 13h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 16:30),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 () | Thời gian: 8h30 - 18h, nghỉ trưa 1 tiếng 30 phút, T2 - T7, nghỉ 2 ngày T7 trong tháng",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Giờ làm việc: 8:30 – 17:30 (Thứ 2 – Thứ 6, nghỉ trưa 1 tiếng), linh hoạt khi có sự kiện phát sinh (chia 2 ca - có thể chọn sáng hoặc chiều)",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm cách ngày T7 trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:45 đến 17:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Làm việc từ thứ 2 đến thứ 6 (nghỉ trưa 1h30 phút),T2-T6,header-T6-pure
"Cân bằng linh hoạt (37.5 giờ/tuần, từ Thứ 2 đến Thứ 6). | Làm việc từ xa (Remote): 1 ngày mỗi tuần.",T2-T6,freetext-T6
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ trưa 90 phút,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Working time: 8:30-18:00 (off 1.5h from 12:00 – 13:30 for lunch) from Monday to Friday,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Break Hour from 12:00 to 13:30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Giờ vào làm việc linh hoạt từ 7h30 đến 9h00,T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:45),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 16:30) | Theo sự điều phối & sắp xếp công việc từ Quản lý,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Remote vào thứ 4 hàng tuần,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian linh hoạt,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ trưa: 12h00 - 13h15,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Nghỉ trưa từ 12h00 - 13h00,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:45),T2-T6,header-T6-pure
"Tối thiểu 20h/tuần, từ thứ 2 đến thứ 6",T2-T6,freetext-T6
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)\nNghỉ trưa 1h30'""]",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 8g00-12g00 / 13g00 - 17g00,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Nghỉ trưa 1h30p,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 2 - Thứ 6 (từ 08:30 đến 18:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thời gian làm việc tử Thứ hai - Thứ sáu (8:00 AM – 5:30 PM); Nghỉ trưa: 12:00 AM – 1:30 PM.,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 8 giờ/ngày - 5 ngày/tuần; nghỉ cuối tuần,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | - Làm việc từ 8:30 đến 18:00, từ thứ 2 đến thứ 6",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc tự do, có thể đi làm trong thời gian 7:30 ~ 9:30",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6, ca sáng từ 8-12h và ca chiều từ 13-17h",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:15 đến 18:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 () | Monday – Friday,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:00 đến 16:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:15) | Flexible Checkin 8AM - 8:45AM,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 00:00 đến 00:00) | Flexible (08h30 -> 10h bắt đầu, 17h30 -> 19h kết thúc)",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:15 đến 17:30),T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\n– Monday to Friday: 8:00 AM – 5:30 PM (90-minute lunch break)\n– Saturday: 8:00 AM – 12:00 PM (2 Saturday mornings per month)""]",T2-T7,header-T6+sat-body
"[""Thứ 2 - Thứ 6 (từ 07:30 đến 16:30)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:50) | Thứ 2 - Thứ 6 (từ 08:30 đến 18:20) | 2 ca làm việc được lựa chọn,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thời gian làm việc có thể linh động theo lịch học của sinh viên, ưu tiên ứng viên làm được từ 70% ngày công/tháng",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 09:00 đến 18:15)\nLinh hoạt chấm công""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 2 - Thứ 6 (từ 08:30 đến 18:00),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | 8h30 - 17h30 (nghỉ trưa 1h30), từ thứ 2 - thứ 6",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Check in linh hoạt từ 7h30 - 9h30 hàng ngày. | Mỗi tháng có 6 lần về sớm, mỗi lần tối đa 30 phút.",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 () | Làm việc từ Thứ 2 – Thứ 6 (check in linh hoạt 8h - 9h (đảm bảo đủ 8h làm việc/ngày),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Sáng T7 làm việc từ 08h00 - 12h00, làm 2 sáng T7 cách tuần",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 – Thứ 6, flexible check in (Linh hoạt 8h/ngày, check in tiêu chuẩn 8h-8h45)",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:45 đến 18:00) | Working: From Monday to Friday, every other Saturday (8:15 AM – 5:30 PM daily) or (8:45 AM – 6:00 PM daily)",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Check tin linh loạt từ 07:00 - 09:00,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | 8h30 - 18h00 từ Thứ Hai - Thứ Sáu | (Nghỉ trưa 1 tiếng 30 phút, nghỉ giải lao 30 phút)",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 16:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:20 đến 16:45) | Từ thứ 2 đến sáng thứ 6,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:30 đến 16:30),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Sáng 8h00 - 12h00, chiều 13h30 - 17h30",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 17:30) | 7h/ngày - nghỉ trưa 1h30 phút,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:30 đến 18:00),T2-T6,header-T6-pure
